place_id,place_name,address,place_overall_rating,place_review_count,review_rating,text,time,relative_time,language,author,kw_appointment,kw_booking,kw_schedule,kw_cancel,kw_no_show,kw_whatsapp,kw_wait_delay,is_booking_issue,is_timing_issue,is_negative_le2,is_negative_le3
ChIJl3Q-jWrO5zsRwVf4CoA8ATA,New Light Beauty saloon,"219/23, Shop 6, Belasis Road, Near tahoora sweets, Nagpada Nagpada, KP MARKET, junction, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008, India",4.8,1298,1,"hi guys! i am seema jadhav, new light beauty saloon recommended me, my best friend for my hair colour & hair booster, i always trust him because he suggest always best for me but this time his suggestion was wrong for me, i did booster treatment on my hair 8th jun 2025 in new light beauty saloon, after that my hair broken problem,hair fall problem start so badly after the booster treatment there staff asked me open the google for the make a warranty card for the booster treatment, i trust him and gave it to him my phone that time i can't check this guy what to do in my google, yesterday night i thought post the review for new light beauty saloon and i was open the google review for post my rating that time i was shocked😯, 5 star rating already done on my review, that time i remember that day the parlour guy lie with me and rated 5star by own on my behalf, immediately i deleted this review and now post my real review, i am dam sure new light beauty saloon newest 5 star all review done by only his staff, so guys don't trust on him, for the hair treatment you can't trust on this saloon.",1753954074,2 weeks ago,en,Seema Jadhav,False,False,False,False,False,False,False,False,False,True,True
ChIJl3Q-jWrO5zsRwVf4CoA8ATA,New Light Beauty saloon,"219/23, Shop 6, Belasis Road, Near tahoora sweets, Nagpada Nagpada, KP MARKET, junction, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008, India",4.8,1298,5,"zainab khan.
yet till i am satisfy
let see after 1 week
the result",1754669115,a week ago,en,zainab khan,False,False,False,False,False,False,False,False,False,False,False
ChIJl3Q-jWrO5zsRwVf4CoA8ATA,New Light Beauty saloon,"219/23, Shop 6, Belasis Road, Near tahoora sweets, Nagpada Nagpada, KP MARKET, junction, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008, India",4.8,1298,5,"this is flossy 2.8.2025

it was pleasure coming her and the staff name arman was really good 💯",1754148030,2 weeks ago,en,flossy chowdhary,False,False,False,False,False,False,False,False,False,False,False
ChIJl3Q-jWrO5zsRwVf4CoA8ATA,New Light Beauty saloon,"219/23, Shop 6, Belasis Road, Near tahoora sweets, Nagpada Nagpada, KP MARKET, junction, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008, India",4.8,1298,5,"it was very gud experience.. very good staff.
masha allah i jus love my hair colour. thank you soo much to new life beauty salon team.. gud luck... 18th april 2025.",1744986535,4 months ago,en,Maria Murghay,False,False,False,False,False,False,False,False,False,False,False
ChIJl3Q-jWrO5zsRwVf4CoA8ATA,New Light Beauty saloon,"219/23, Shop 6, Belasis Road, Near tahoora sweets, Nagpada Nagpada, KP MARKET, junction, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008, India",4.8,1298,5,"i got an all-protein treatment here and it was a very good treatment, thank you so much, very nice",1754058880,2 weeks ago,en,Jihan Hodar,False,False,False,False,False,False,False,False,False,False,False
ChIJz5AIeAC35zsRn4XX4Czog9I,Strivenii Hair and Beauty Salon,"34/269 Motilal Nagar 1, Gajanan Maharaj Rd, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104, India",4.9,1192,5,""" omg"" ... finally somebody who understands my need and cares as much... after a full 1 year review and insta follow, i finally made it to "" strivenii"".....
"" calm zone"" is what you get on entering.. no jarring music, no buzzing talks... just calm and tranquility....
started with making an appointment, the person who took the call was very polite and accomodating... i was running late because of the great mumbai traffic, yet when i reached there, i was received with a big smile and much warmth.
now with regards to the services and performance....i had an appointment for skin and hair.. basically what we women do 🙂. my skin texture was checked,  and then i was suggested accordingly... no forcefully sales or products or anything. cost wise it is reasonable and pocket friendly.
the facial was done to perfection.... pedicure  and manicure was a big "" wow"" just the way i like my feet and hands to be ( no cuts or bruises).... the massage along with it was mind blowing...
i got my hair cut, coloured and botox treatment done the next day. my hair texture was checked, colour suggest accordingly to my skin tone... during the entire process, evryone was involved,
end result.. "" truly pampered"" and definitely "" satisfied"".

a big "" thank you"" to
ms. sangitaa - ( the insta icon), ms. parvati ( ms. sangitaa' s mom - she was so sweet kept asking about comfort) ms. damini, ms.priti, ms.tanuja, ms. kashish, ms.rupa,

you guys are absolutely "" fantastic"".",1745674566,3 months ago,en,Karen Raghunathan,True,False,False,False,False,False,True,True,True,False,False
ChIJz5AIeAC35zsRn4XX4Czog9I,Strivenii Hair and Beauty Salon,"34/269 Motilal Nagar 1, Gajanan Maharaj Rd, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104, India",4.9,1192,5,"⭐⭐⭐⭐⭐
absolutely the best haircut and cleanup i’ve had!❤️❤️❤️✌️✌️✌️😘😘
the stylist was professional, attentive, and really understood the look i wanted. the haircut was sharp, clean, and perfectly styled. the cleanup was thorough – no stray hair left behind, and i walked out feeling fresh and confident. the salon was clean and had a relaxed vibe, and the service was quick without feeling rushed. highly recommend for anyone looking for a polished, stylish look. definitely coming back!❤️❤️",1748853670,2 months ago,en,Krutika Gavankar,False,False,False,False,False,False,False,False,False,False,False
ChIJz5AIeAC35zsRn4XX4Czog9I,Strivenii Hair and Beauty Salon,"34/269 Motilal Nagar 1, Gajanan Maharaj Rd, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104, India",4.9,1192,5,the team is a great one! they are very dedicated and good at their job.. my search for a great salon came to an end when i found striveni! keep up the good job guys😀,1754617975,a week ago,en,uma doshi,False,False,False,False,False,False,False,False,False,False,False
ChIJz5AIeAC35zsRn4XX4Czog9I,Strivenii Hair and Beauty Salon,"34/269 Motilal Nagar 1, Gajanan Maharaj Rd, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104, India",4.9,1192,5,"i recently moved to goregaon and came across this salon! i  am falling short of words to explain how impeccable the service was. the kind of hospitality i felt here was something which is very rare to find. i am defined coming back to this place. i’ve tried alot of salon in the last few years, this has set the bar really high for me! thank you to the entire team! ❤️🔆✨",1753969678,2 weeks ago,en,Shifa Ansari,False,False,False,False,False,False,False,False,False,False,False
ChIJz5AIeAC35zsRn4XX4Czog9I,Strivenii Hair and Beauty Salon,"34/269 Motilal Nagar 1, Gajanan Maharaj Rd, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104, India",4.9,1192,5,"absolutely loved my haircut!  owner was professional, friendly, and really understood what i wanted. the attention to detail was amazing, and the final result exceeded my expectations. highly recommend!”",1753541337,3 weeks ago,en,Zaiba Khan,False,False,False,False,False,False,False,False,False,False,False
ChIJS9eaftrJ5zsRNhiaW9OftFQ,Lakme Salon,"Shop no. 1&7, Durga Sadan, Laxmibai Kelkar Marg, Sion Cir, Sion West, Sion, Mumbai, Maharashtra 400022, India",4.9,3863,5,"harshal . i recently visited, and i couldn't be happier with my experience!
my stylist, took the time to listen to what i wanted and gave me the perfect haircut. they provided great recommendations for my hair type and even suggested some amazing hair care tips. the products used felt high-quality, and i left with my hair feeling healthier and looking fabulous.

overall, the service was exceptional, and the pricing was reasonable for the quality provided.",1741529953,5 months ago,en,Prasanna Nadarge,False,False,False,False,False,False,False,False,False,False,False
ChIJS9eaftrJ5zsRNhiaW9OftFQ,Lakme Salon,"Shop no. 1&7, Durga Sadan, Laxmibai Kelkar Marg, Sion Cir, Sion West, Sion, Mumbai, Maharashtra 400022, India",4.9,3863,1,"i don't recommend this place, the haircut was overpriced. my stylist only had 2 years of experience and i was charged 2200/- for a haircut that costs me no more than 1100/- in other reputed salons. if the service / haircut was really worth that much i wouldn't be writing this review.
i had to point out uneven hair multiple times and ultimately a different stylist had to step in to fix things. they have no knowledge of hair cut terminology (i asked for face framing layers - thought that was self explanatory but i had also showed a very clear reference) - and i still had to explain and guide them through my haircut. zero attention to detail. an otherwise relaxing experience was made very stressful for me.
if you want a basic haircut you might have a better time than i did.",1754677957,a week ago,en,Yuli M,False,False,False,False,False,False,False,False,False,True,True
ChIJS9eaftrJ5zsRNhiaW9OftFQ,Lakme Salon,"Shop no. 1&7, Durga Sadan, Laxmibai Kelkar Marg, Sion Cir, Sion West, Sion, Mumbai, Maharashtra 400022, India",4.9,3863,5,"very nice hair spa service by harshal. her expertise and attention to details are truly commendable. my highlights were done 1 year before, and after the hair spa, the highlights had more shine and hair was soft. 5/5 stars.",1737809329,6 months ago,en,Rasika T,False,False,False,False,False,False,False,False,False,False,False
ChIJS9eaftrJ5zsRNhiaW9OftFQ,Lakme Salon,"Shop no. 1&7, Durga Sadan, Laxmibai Kelkar Marg, Sion Cir, Sion West, Sion, Mumbai, Maharashtra 400022, India",4.9,3863,5,"i had a wonderful experience at lakmé salon sion. sam, the stylist, gave me the perfect haircut, and i truly appreciated his professionalism. he listened carefully to my requirements and made sure to execute everything just as i envisioned. i’m really happy with the result. thank you, sam, for your excellent service!",1738554152,6 months ago,en,Rupali Pawar,False,False,False,False,False,False,False,False,False,False,False
ChIJS9eaftrJ5zsRNhiaW9OftFQ,Lakme Salon,"Shop no. 1&7, Durga Sadan, Laxmibai Kelkar Marg, Sion Cir, Sion West, Sion, Mumbai, Maharashtra 400022, India",4.9,3863,5,i had my nails done by swati. its been a week and they are good as new. also they look very beautiful and as though  from pinterest,1742396118,5 months ago,en,Pranali,False,False,False,False,False,False,False,False,False,False,False
ChIJ6yCKfg3R5zsR1ESHE80qr8s,Laséa Salon,"233, Dr Dadabhai Naoroji Rd, opposite ICICI Bank, Azad Maidan, Fort, Mumbai, Maharashtra 400001, India",4.8,883,5,very good service. everyone are so cooperative and calm. also they give a perfect and good guidance. products used are very good and genuine. specially i like service of anju. she is very good at all service. i have been doing from her since 4 years. thank you so much anju.,1753252348,3 weeks ago,en,charmi rita,False,False,False,False,False,False,False,False,False,False,False
ChIJ6yCKfg3R5zsR1ESHE80qr8s,Laséa Salon,"233, Dr Dadabhai Naoroji Rd, opposite ICICI Bank, Azad Maidan, Fort, Mumbai, Maharashtra 400001, India",4.8,883,4,"i did hair spa here and ms poonam was amazing. she also gave me suggestions for better hair and very good and relaxing head and shoulder massage along with the hair spa. considering the area that this salon is located in, it is pretty reasonable and worth the price. the staff is committed and kind.
rating it 4 because i feel the changing and facial rooms can be more cleaner and fresh. i mentioned this to the staff and they took the feedback positively and said they would definitely look into it. it is important for me that someone accepts a feedback positively and works on it. therefore, i will definitely visit soon again
thank you",1753206082,3 weeks ago,en,Pra Jakta,False,False,False,False,False,False,False,False,False,False,False
ChIJ6yCKfg3R5zsR1ESHE80qr8s,Laséa Salon,"233, Dr Dadabhai Naoroji Rd, opposite ICICI Bank, Azad Maidan, Fort, Mumbai, Maharashtra 400001, India",4.8,883,5,one of the many good lasea hair stylist joyce is talented and skillful her work. i have taken many hair treatments and maintained lovely styles.. she guides in the haircare journey to the end. n with a friendly smile is always welcoming. i had a wonderful experience. and got many a compliments due to that. the knowledge and the products usage is very much recommended.,1752731414,a month ago,en,Karen Parmar,False,False,False,False,False,False,False,False,False,False,False
ChIJ6yCKfg3R5zsR1ESHE80qr8s,Laséa Salon,"233, Dr Dadabhai Naoroji Rd, opposite ICICI Bank, Azad Maidan, Fort, Mumbai, Maharashtra 400001, India",4.8,883,5,"i’ve been a regular at laséa salon, and the consistency in service continues to impress me. as always, i had a haircut with pawan, whose precision and calm professionalism always stand out. he takes the time to understand what suits you, and the result reflects that care. i’d confidently recommend him to anyone looking for a well-considered, quality haircut.",1754310123,2 weeks ago,en,Gaurav Gupta,False,False,False,False,False,False,False,False,False,False,False
ChIJ6yCKfg3R5zsR1ESHE80qr8s,Laséa Salon,"233, Dr Dadabhai Naoroji Rd, opposite ICICI Bank, Azad Maidan, Fort, Mumbai, Maharashtra 400001, India",4.8,883,5,"i recently got my hair colored by sunny and i’m really happy with the result. he’s very professional and gave me the exact shade i wanted.

the salon is clean, hygienic, budget-friendly, and the staff is very friendly. after a long time, i’ve found a place that feels just right.
highly recommend trying their services—you’ll love it 💕",1751887568,a month ago,en,Beena Mehra,False,False,False,False,False,False,False,False,False,False,False
ChIJzSPLCLHJ5zsRLBO-IM3EpJo,KUTS & KOLOR Luxury Unisex Salon,"Shop no.9, ground floor ,3, NAVJEEVAN SOCIETY, Lamington Rd, Navjeevan Society, Navjeevan Area, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008, India",4.9,1217,5,"absolutely loved my experience here. jyoti is so so welcoming and she gave me exactly what i asked for!
i absolutely love how she accommodated my needs for using only cruelty free products.
i absolutely love my hair and would recommend her to anyone and everyone!",1741864774,5 months ago,en,Radhika,False,False,False,False,False,False,False,False,False,False,False
ChIJzSPLCLHJ5zsRLBO-IM3EpJo,KUTS & KOLOR Luxury Unisex Salon,"Shop no.9, ground floor ,3, NAVJEEVAN SOCIETY, Lamington Rd, Navjeevan Society, Navjeevan Area, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008, India",4.9,1217,5,i come here from many years and i do my hair style colour cut only here the is the prefect salon that i was looking for and when i got i only go there and today i did my hair colour here they just gave me the result i was looking for so i am very happy,1749567290,2 months ago,en,shilpa porwal,False,False,False,False,False,False,False,False,False,False,False
ChIJzSPLCLHJ5zsRLBO-IM3EpJo,KUTS & KOLOR Luxury Unisex Salon,"Shop no.9, ground floor ,3, NAVJEEVAN SOCIETY, Lamington Rd, Navjeevan Society, Navjeevan Area, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008, India",4.9,1217,5,"⭐⭐⭐⭐⭐

i got my damaged hair a protein treatment at kuts & kolors, and i couldn't be happier with the results! a huge thank you to my stylist, arif, for his expertise and attention to detail. my hair feels revitalized, smooth, and healthy. the atmosphere was welcoming, and the service was top-notch. highly recommend!",1744453068,4 months ago,en,Shradha Valvekar,False,False,False,False,False,False,False,False,False,False,False
ChIJzSPLCLHJ5zsRLBO-IM3EpJo,KUTS & KOLOR Luxury Unisex Salon,"Shop no.9, ground floor ,3, NAVJEEVAN SOCIETY, Lamington Rd, Navjeevan Society, Navjeevan Area, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008, India",4.9,1217,5,i had taken global color and highlights! this was done by arif bhai. the service was very good and i was very happy with the overall way i was taken care of. thank you so much! highly recommend!,1746197582,3 months ago,en,Shaalyn Monteiro,False,False,False,False,False,False,False,False,False,False,False
ChIJzSPLCLHJ5zsRLBO-IM3EpJo,KUTS & KOLOR Luxury Unisex Salon,"Shop no.9, ground floor ,3, NAVJEEVAN SOCIETY, Lamington Rd, Navjeevan Society, Navjeevan Area, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008, India",4.9,1217,5,had a great experience at #kuts n kolor #butterfly hair cut great work good staff and ambience clean and hygienic # thanks to mr arif & ms savita and most thanks # ms jyoti she is very good at her work and professional too # keep it up # best wishes😘💇🏼‍♀️,1748683134,2 months ago,en,Shilpa Hiremath,False,False,False,False,False,False,False,False,False,False,False
ChIJc2BEOvfP5zsRbFsG8Zeo8JA,AJ Makeover Hair & Beauty Salon,"Shop No. 1, Ground Floor, 22/24B Eaarth Pillar, Kalyan Building, Khadilkar Rd, Khotachiwadi, Ambewadi, Girgaon, Mumbai, Maharashtra 400004, India",4.9,914,5,it's very good parlour with my experience it's better than other salons salons from my point of view and i have done the haircut it's better haircut as u can see my photos,1744361125,4 months ago,en,Rupesh Sangol,False,False,False,False,False,False,False,False,False,False,False
ChIJc2BEOvfP5zsRbFsG8Zeo8JA,AJ Makeover Hair & Beauty Salon,"Shop No. 1, Ground Floor, 22/24B Eaarth Pillar, Kalyan Building, Khadilkar Rd, Khotachiwadi, Ambewadi, Girgaon, Mumbai, Maharashtra 400004, India",4.9,914,5,"aj makeover has been my safest go-to place since the day it has begun.
aditi and jeeshan make a great team at beautifying everyone.
i’m a regular here for hair colouring and they’re too good at getting it right always.
for facial, anju’s the master you should ask for. she makes sure your spa day is every bit royal for you.
i recommend it to almost everyone i know, and trust me no one has ever complained.
in fact my friends thank me for introducing them to this place.
do not think twice before visiting this salon.
❤️",1754657131,a week ago,en,aarti p,False,False,False,False,False,False,False,False,False,False,False
ChIJc2BEOvfP5zsRbFsG8Zeo8JA,AJ Makeover Hair & Beauty Salon,"Shop No. 1, Ground Floor, 22/24B Eaarth Pillar, Kalyan Building, Khadilkar Rd, Khotachiwadi, Ambewadi, Girgaon, Mumbai, Maharashtra 400004, India",4.9,914,5,"excellent service 🥰 very cooperative staff,for any services related hair,skin good to go anytime .. very attractive offers.i am loving it ❤️❤️❤️",1741525600,5 months ago,en,Samina Mansoori,False,False,False,False,False,False,False,False,False,False,False
ChIJc2BEOvfP5zsRbFsG8Zeo8JA,AJ Makeover Hair & Beauty Salon,"Shop No. 1, Ground Floor, 22/24B Eaarth Pillar, Kalyan Building, Khadilkar Rd, Khotachiwadi, Ambewadi, Girgaon, Mumbai, Maharashtra 400004, India",4.9,914,5,"absolutely love this parlour started by aditi and zeeshan! the team — kaif (amazing!), anju di, siddhika, kiran, akram, and our beloved chotu — are all warm, skilled, and go the extra mile every time. though we miss nehal, the service is still top-notch. they’re super polite, well-trained, and never rush, even beyond time slots. always feel relaxed, pampered, and there's always some discount! sharing my sister's makeover pics. great service. highly recommended!",1748334824,2 months ago,en,Radha Mhambrey,False,False,False,False,False,False,False,False,False,False,False
ChIJc2BEOvfP5zsRbFsG8Zeo8JA,AJ Makeover Hair & Beauty Salon,"Shop No. 1, Ground Floor, 22/24B Eaarth Pillar, Kalyan Building, Khadilkar Rd, Khotachiwadi, Ambewadi, Girgaon, Mumbai, Maharashtra 400004, India",4.9,914,5,"went for an all in package with hair spa/ haircut/ pedicure etc and the experience was the best i ever had.
kiran is the best and an experienced employee and handled everything well no matter i troubled her alot.
very respectful and caring staff!!",1742627852,4 months ago,en,Amit Mishra,False,False,False,False,False,False,False,False,False,False,False
ChIJA8Hv3QvP5zsRdadK7IP9lqs,Fem's Glamour,"1st Floor, Princess Bhilding, C-Block Ramchandra Bhatt Marg, JJ Flyover, above General Medical, Noor Baug, Signal, Juntion, Mumbai, Maharashtra 400003, India",4.7,1789,1,"i had a very distressing experience at this salon after getting a kerabonding treatment done. soon after the procedure, my hair became extremely dry, brittle, and started breaking off at an alarming rate. it now looks and feels like dry straw, and i’ve lost nearly half the volume of my hair.

i followed all their aftercare instructions and used the recommended shampoo and hair mask—but instead of helping, they made the condition even worse. my hair was in far better shape before the treatment.

what’s even more frustrating is that i paid over ₹13,000 for this damaging experience. i trusted the professionals here with my hair and ended up with severe hair damage instead. i strongly advise others to think twice before opting for any chemical treatments at this salon.",1753048885,4 weeks ago,en,M Adhikari,False,False,False,False,False,False,False,False,False,True,True
ChIJA8Hv3QvP5zsRdadK7IP9lqs,Fem's Glamour,"1st Floor, Princess Bhilding, C-Block Ramchandra Bhatt Marg, JJ Flyover, above General Medical, Noor Baug, Signal, Juntion, Mumbai, Maharashtra 400003, India",4.7,1789,5,had an amazing time over here. great experience. super comfy salon. very good service. easy to go process and amazing staff. must try.,1751204067,a month ago,en,saba ladha,False,False,False,False,False,False,False,False,False,False,False
ChIJA8Hv3QvP5zsRdadK7IP9lqs,Fem's Glamour,"1st Floor, Princess Bhilding, C-Block Ramchandra Bhatt Marg, JJ Flyover, above General Medical, Noor Baug, Signal, Juntion, Mumbai, Maharashtra 400003, India",4.7,1789,5,overall experience was really great! professional and amazing service. the pain level was nothing. it just felt like a prick. good hygiene was maintained throughout the process fatima ma'am make us comfortable and really painless piercing process. inshallah would definitely come back here for future piercings.,1755105479,in the last week,en,Nuzhat Ansari,False,False,False,False,False,False,False,False,False,False,False
ChIJA8Hv3QvP5zsRdadK7IP9lqs,Fem's Glamour,"1st Floor, Princess Bhilding, C-Block Ramchandra Bhatt Marg, JJ Flyover, above General Medical, Noor Baug, Signal, Juntion, Mumbai, Maharashtra 400003, India",4.7,1789,5,"i had an absolutely amazing experience with my recent hair treatment and cut at fem’s glamour!!
from the moment i walked in, the staff was warm, professional, and genuinely attentive. the stylist took the time to listen to what i wanted and offered great suggestions based on my hair type and lifestyle.

the treatment itself was luxurious—my hair hasn’t felt this healthy and shiny in years. it added incredible softness and volume without weighing my hair down. the cut was equally impressive—precise, flattering, and easy to manage. i left feeling refreshed, confident, and completely pampered.

what really stood out was the attention to detail and care throughout the appointment. they used high-quality products, and the scalp massage during the wash was heavenly.

highly recommend this place for anyone looking for a transformative hair experience. i’ll definitely be coming back!",1748439848,2 months ago,en,Saira Farooqui,True,False,False,False,False,False,False,True,True,False,False
ChIJA8Hv3QvP5zsRdadK7IP9lqs,Fem's Glamour,"1st Floor, Princess Bhilding, C-Block Ramchandra Bhatt Marg, JJ Flyover, above General Medical, Noor Baug, Signal, Juntion, Mumbai, Maharashtra 400003, India",4.7,1789,5,"""amazing experience at this salon! the staff were so friendly and welcoming. my stylist was talented and really listened to what i wanted. they first reviewed the hair and then started with the procedure, which i appreciated. the salon maintained high standards of hygiene, using only organic products and avoiding any unwanted chemicals. the atmosphere was relaxing and calm. highly recommend!""
it is highly recommended for children .",1746277142,3 months ago,en,Tuba Pathan,False,False,False,False,False,False,False,False,False,False,False
ChIJQ4fR2WzO5zsRcJpZxucHAmA,Lakme Salon,"B/6/7, Shakti Sadan CHS, No 161, opposite Lamington Road, Navjeevan Society, Grant Road East, Bharat Nagar, Mumbai Central, Mumbai, Maharashtra 400007, India",4.8,1411,5,i got a haircut and highlight done for myself and i must say bharti did an awesome job. love the highlight and hair colour and my mom got her facial done by gayatri and she loved the experience. overall had a really good experience at this salon and would definitely recommend it.,1754067389,2 weeks ago,en,Sanobar Ansari,False,False,False,False,False,False,False,False,False,False,False
ChIJQ4fR2WzO5zsRcJpZxucHAmA,Lakme Salon,"B/6/7, Shakti Sadan CHS, No 161, opposite Lamington Road, Navjeevan Society, Grant Road East, Bharat Nagar, Mumbai Central, Mumbai, Maharashtra 400007, India",4.8,1411,5,"i randomly dropped in for a cleanup, and it turned out to be such a lovely experience! the receptionist, rudransh, was incredibly kind to both me and my mom—his warmth truly stood out. the cleanup itself was so soothing, and the entire staff was genuinely sweet and welcoming. i absolutely loved the experience and would definitely recommend this salon to everyone! 💆‍♀️✨",1748540887,2 months ago,en,Pratha Solanki,False,False,False,False,False,False,False,False,False,False,False
ChIJQ4fR2WzO5zsRcJpZxucHAmA,Lakme Salon,"B/6/7, Shakti Sadan CHS, No 161, opposite Lamington Road, Navjeevan Society, Grant Road East, Bharat Nagar, Mumbai Central, Mumbai, Maharashtra 400007, India",4.8,1411,5,"i had gone for express hair spa, and cleanup. lokesh and gayathry were excellent in their service. they along with bushra, at the reception were very warm and welcoming. i also got a good rate for the services after discount. i would definitely recommend.",1749199152,2 months ago,en,Gayathry Mohan,False,False,False,False,False,False,False,False,False,False,False
ChIJQ4fR2WzO5zsRcJpZxucHAmA,Lakme Salon,"B/6/7, Shakti Sadan CHS, No 161, opposite Lamington Road, Navjeevan Society, Grant Road East, Bharat Nagar, Mumbai Central, Mumbai, Maharashtra 400007, India",4.8,1411,5,"i got my pre bridal services done from gayatri. she's amazing in her work. i have never had someone who shaped my brows the way she did. she understood whatever i wanted. overall very relaxing experience.
the salon is neat and clean. go for it.",1744295352,4 months ago,en,Puja Thakur,False,False,False,False,False,False,False,False,False,False,False
ChIJQ4fR2WzO5zsRcJpZxucHAmA,Lakme Salon,"B/6/7, Shakti Sadan CHS, No 161, opposite Lamington Road, Navjeevan Society, Grant Road East, Bharat Nagar, Mumbai Central, Mumbai, Maharashtra 400007, India",4.8,1411,5,very amazing experience the staff were very helpful and advisable in telling what is good to improve the health level of my hair. very well done and no regrets at all. 👌,1752672361,a month ago,en,Jumana D,False,False,False,False,False,False,False,False,False,False,False
ChIJDw5rvsHJ5zsRmEQyy0reZgg,"BBLUNT Salon - Juhu, Mumbai","1st Floor, Sundeep Building, Plot No 52, N S Rd Number 10, opposite Pawan and Pranav, Jaihind Society, JVPD Scheme, Juhu, Mumbai, Maharashtra 400049, India",4.6,1509,5,"i’ve been getting my haircut and color done by jazz for the last 3 years, and every single time it’s been absolutely amazing! she consistently delivers exactly what i’m looking for whether it’s a fresh new style or just a refresh. jazz really takes the time to listen and always offers helpful suggestions that suit me perfectly.

the haircut is always clean, stylish, and easy to manage, and the color is gorgeous vibrant, natural, and long-lasting. i constantly get compliments after leaving her chair!

the salon itself is welcoming and professional, and i always feel completely at ease during my appointments. i couldn’t recommend jazz more highly she’s truly the best.",1753095614,4 weeks ago,en,uzma faiyazi,True,False,False,False,False,False,False,True,True,False,False
ChIJDw5rvsHJ5zsRmEQyy0reZgg,"BBLUNT Salon - Juhu, Mumbai","1st Floor, Sundeep Building, Plot No 52, N S Rd Number 10, opposite Pawan and Pranav, Jaihind Society, JVPD Scheme, Juhu, Mumbai, Maharashtra 400049, India",4.6,1509,5,my favorite place to be pampered! supreme love and superior services. bblunt ever only gives me reasons to love myself more! big shoutout to disha 🩷 what a dream hair designer and stylist! major recommendation for hair cuts and colors! 💫🌸 always leaving with smiles on my lips and curls in my tresses 🧿,1745495307,3 months ago,en,Aishwarya Majmudar,False,False,False,False,False,False,False,False,False,False,False
ChIJDw5rvsHJ5zsRmEQyy0reZgg,"BBLUNT Salon - Juhu, Mumbai","1st Floor, Sundeep Building, Plot No 52, N S Rd Number 10, opposite Pawan and Pranav, Jaihind Society, JVPD Scheme, Juhu, Mumbai, Maharashtra 400049, India",4.6,1509,5,"thank you bblunt for my amazing hair transformation🥰
a big shoutout to jazil, my stylist, who did a fantastic job. he was extremely patient and took the time to explain every step of the hair colour transformation process🫶🏻

the service was top-notch and the pricing was quite reasonable too. i’m super happy with the results!

highly recommend this salon, especially jazil, if you’re planning a hair makeover. definitely worth it😍😍",1743908659,4 months ago,en,rakhi sinha,False,False,False,False,False,False,False,False,False,False,False
ChIJDw5rvsHJ5zsRmEQyy0reZgg,"BBLUNT Salon - Juhu, Mumbai","1st Floor, Sundeep Building, Plot No 52, N S Rd Number 10, opposite Pawan and Pranav, Jaihind Society, JVPD Scheme, Juhu, Mumbai, Maharashtra 400049, India",4.6,1509,5,"suraj did a fabulous job!
my hair was looking so dull and lifeless, but thanks to suraj, it’s finally worth looking at again! he was incredibly patient and really took the time to understand what i wanted. he listened carefully and gave me the exact cut i had in mind. super happy with the results!",1754210423,2 weeks ago,en,Anjali Tewari,False,False,False,False,False,False,False,False,False,False,False
ChIJDw5rvsHJ5zsRmEQyy0reZgg,"BBLUNT Salon - Juhu, Mumbai","1st Floor, Sundeep Building, Plot No 52, N S Rd Number 10, opposite Pawan and Pranav, Jaihind Society, JVPD Scheme, Juhu, Mumbai, Maharashtra 400049, India",4.6,1509,5,"absolutely loved getting layers + wine red balayage hair colour done by sairam sawant! super patient, extremely neat and clean work!",1748791729,2 months ago,en,Nethra Gupta,False,False,False,False,False,False,False,False,False,False,False
ChIJZ1VVhTnI5zsRwdvXCXXALgY,"Jawed Habib Hair and Beauty Salon, JB Nagar","B wing, Ayushi apartment, Shriniwas Bagarka Rd, near Metro Station Chakala (J B Nagar), close to Mumbai Airport, Ajit Nagar, J B Nagar, Andheri East, Mumbai, Maharashtra 400059, India",4.6,1652,5,"jawed habib jb nagar has been my go-to family salon for over 5 years—and truly, it feels like home! the owner personally comes forward to greet clients, which reflects the warmth and professionalism that runs through the entire team.
it’s the only multi-branded salon i’ve seen that uses a wide range of genuine professional products—never had a single complaint!
service quality is consistently top-notch, and they truly care about customer satisfaction.
undoubtedly, the best salon in andheri east. highly recommended for anyone looking for trustworthy, long-term hair and beauty care.
about staff’s, they are well versed with the products used on individual clients.. my personal thanks to komal for handling my beauty related and altaf for hair styling.. way to go @ jawed habib salon👍🏻😊",1749986974,2 months ago,en,Jacintha T,False,False,False,False,False,False,False,False,False,False,False
